Claimed,Modified Date,Created Date,Created By,Logo,Name,Short description,Company size,Crunchbase,LinkedIn,Long description,Technical description,Website,Funding round,1 Founder Name,1 Founder Type,Key Features,CEO Name,Developer Help,Funding amount,Number of clients,N1 verified,Client,Demo,Profile completion,Date founded,Domain list,_id,2 Founder Name,3 Founder Name,2 Founder Type,3 Founder Type,Slug,4 Founder Type,4 Founder Name,Hidden,Claimed by,Policy list
,2024-07-22T12:39:11.600Z,2024-06-27T16:33:02.225Z,admin_user_nayaone-compass_test,https://nayaone.s3.eu-west-1.amazonaws.com/public/fintech/aci-worldwide/logo_1718289035783.webp,ACI Worldwide,"ACI Worldwide is a leading provider of real-time payment solutions, enabling secure and efficient financial transactions across various industries.","1,001-5,000",https://www.crunchbase.com/organization/aci-worldwide-c824,https://www.linkedin.com/company/aci-worldwide/,"ACI Worldwide is a global fintech company that specializes in providing real-time payment solutions. The company's products and services are designed to streamline financial transactions, enhance security, and improve customer experiences. With a strong focus on innovation and customer-centricity, ACI Worldwide has established itself as a trusted partner for financial institutions and businesses worldwide.","ACI Worldwide's fintech solutions leverage advanced technologies such as cloud computing, artificial intelligence, and blockchain to deliver secure, efficient, and scalable payment processing capabilities. Their solutions cater to various industries, including retail, e-commerce, and financial institutions, ensuring seamless and secure transactions across borders and platforms.",https://www.aciworldwide.com/,,,,"•	Enterprise Payments Platform

•	Fraud Management

•	ACI Speedpay

•	Payments Orchestration Platform
",Thomas Warsop,,,15,False,"['1720103434713x803130484500014700', '1720103434811x722058822225385000', '1720103434881x127993785448315740', '1720103434897x523594872181776260', '1720103435232x450212818601664960', '1720103435334x444189340651015360', '1720103435558x549218148247900800', '1720103435653x355257773771970900', '1720103436027x648297994575910400', '1720103436066x512784292016006140', '1720103436305x753487203732806400', '1720103436343x455640316632385660', '1720103436345x820548755672555300', '1720103436352x228387329451936740', '1720103436443x945484591062970800']",,65.0,1974-12-31T19:30:00.000Z,,1719505982225x973527083741489500,,,,,aci-worldwide,,,,,
,2024-07-17T14:28:03.499Z,2024-06-27T16:33:02.226Z,admin_user_nayaone-compass_test,https://nayaone.s3.eu-west-1.amazonaws.com/public/fintech/billgo/logo_1718287008791.webp,Billgo,"BillGO is an all-in-one platform for managing and paying bills in real-time, providing secure and compliant APIs, widgets, and hosted platforms for financial services organizations, billers, and consumers.",251-500,https://www.crunchbase.com/organization/billhero,https://www.linkedin.com/company/billgopayments/,"BillGO is a fintech company that offers a comprehensive bill pay solution, enabling users to manage and pay bills quickly and securely. The platform provides real-time connectivity and instantaneous transactions, making it a powerful tool for financial services organizations, billers, and consumers alike","BillGO's technology is designed to facilitate real-time bill payments through its extensive network of billers. The platform uses secure and compliant APIs, widgets, and hosted platforms to support immediate notifications and alerts, making it a reliable and efficient solution for managing bills.

Tech Attributes:

Real-time Connectivity: BillGO's platform provides real-time connectivity to its extensive network of billers, ensuring that transactions are processed instantly.
Secure and Compliant APIs: The platform uses secure and compliant APIs to ensure the integrity and security of transactions.
Widgets and Hosted Platforms: BillGO's widgets and hosted platforms provide a user-friendly interface for managing bills and receiving notifications and alerts.
Instantaneous Transactions: The platform supports instantaneous transactions, reducing the need for paper and fees associated with traditional bill payment methods",https://billgo.com/,Series B,Kelly Seidl,Co-founder,,Dan Holt,,$118.7M,2,,"['1720103434771x437472621767894140', '1720103436040x411786156420807400']",,71.0,,,1719505982226x661825744452947600,Scott Miller,,Co-founder and Vice Chairman,,bill-go,,,,,
,2024-07-23T13:56:10.353Z,2024-06-27T16:33:02.782Z,admin_user_nayaone-compass_test,https://nayaone.s3.eu-west-1.amazonaws.com/public/fintech/nymbus-inc/logo_1707748661630.webp,Nymbus,"Nymbus is a fintech company that provides a modern, cloud-native banking platform for brands, banks, fintechs, and credit unions.",251-500,https://www.crunchbase.com/organization/nymbus,https://www.linkedin.com/company/nymbus/,"Nymbus is a leading fintech company offering comprehensive banking technology solutions designed to help financial institutions rapidly innovate and grow. Their platform supports the transformation of legacy banking systems into modern, efficient, and user-friendly environments, enabling banks and credit unions to better serve their customers and compete in the digital age​.","Nymbus is a fintech company that provides innovative banking technology solutions to financial institutions aiming to modernize and grow. It offers a suite of products and services designed to streamline banking operations and accelerate digital transformation. The core offering of Nymbus is its cloud-native platform, which includes SmartCore, a comprehensive banking core that supports both traditional and digital-only retail and business banking. This platform is built with an API-first approach, enabling rapid integration and deployment of new digital products and services. ",https://www.nymbus.com,Series D,Alex Lopatine,,"•	Core Banking Solutions

•	Digital Banking Suite

•	Niche Banking

•	Conversion and Launch Services

•	Analytics and Reporting
",Jeffery Kendall,,$199M,15,,"['1720103435200x465810121512579840', '1720103435230x973647162794878800', '1720103435289x588792850330620200', '1720103435294x687998475685671600', '1720103435309x611129693397745500', '1720103435335x372186603969986800', '1720103435340x919374854489178200', '1720103435592x887745724560623700', '1720103435645x950916024090342400', '1720103435652x108005319547498140', '1720103435944x550385172256264960', '1720103436027x222568045708515740', '1720103436307x395231286740133300', '1720103436324x457041463824813500', '1720103436360x288319174773885600']",,71.0,2015-05-12T12:18:00.000Z,,1719505982782x966754990768817800,Scott W.  Killoh,,,,nymbus-inc,,,,,
,2024-07-22T13:45:59.960Z,2024-07-10T12:22:22.408Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720618534892x529327991526701950/Submittable.jpeg,Submittable,"Submittable is a cloud-based social impact platform that helps organizations streamline the management of application-based programs, from accepting submissions to tracking progress and measuring results.",101-250,https://www.crunchbase.com/organization/submishmash,https://www.linkedin.com/company/submittable/,"Submittable provides an end-to-end solution for launching, managing, and reporting on social impact programs. It offers a drag-and-drop form builder, custom review workflows, collaborative tools, and advanced reporting capabilities to help organizations of any size effectively fulfill their missions.","Submittable's platform is built on a foundation of security and reliability, offering scalable and powerful tools to address needs as they arise. It features a drag-and-drop form builder, custom automated review workflows, impact reports, comments, shareable reviews, follow-up communications, and automated and advanced reporting.

Tech Attributes:

Intuitive and Powerful: Submittable is designed to be easy to use, allowing organizations to launch programs in a matter of days or weeks without extensive documentation.

Flexible and Collaborative: The platform adapts to the organization's needs, enabling seamless hand-offs and clarity at every stage of the program.

Accessible and Scalable: Submittable combines speed, customization, security, and accessibility to create efficient and equitable programs that can reach those in need.",https://www.submittable.com/,Series C,Bruce Tribbensee,Co-founder,,Thor Culverhouse,,$64.3M,0,,,,65.0,,,1720614142408x747102514328786200, John Brownell,Michael FitzGerald,Co-founder,Co-founder,,,,,,
,2024-07-17T14:28:04.167Z,2024-07-10T12:53:21.897Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720615922647x191887873631852130/Kyriba.jpeg,Kyriba,"Kyriba offers SaaS-based treasury solutions that enable treasury departments to plan for market volatility, regulation, and opportunities.","501-1,000",https://www.crunchbase.com/organization/kyriba,https://www.linkedin.com/company/kyriba/,"Kyriba has been the global leader in cloud treasury and finance solutions, delivering mission-critical capabilities for cash and risk management, payments and working capital solutions. More than 2,000 clients worldwide rely on Kyriba to see, protect and grow their liquidity.","Kyriba offers SaaS-based treasury solutions that enable treasury departments to plan for market volatility, regulation, and opportunities. Kyriba is a provider of web-based cash and treasury management solutions delivered under the SaaS model. pioneering Active Liquidity Network connects internal applications for treasury, risk, payments, andworking capital, with vital external sources such as banks, ERPs, trading platforms, and market data providers. Based on a secure, highly scalable SaaS platform that leverages artificial and business intelligence, Kyriba enables thousands of companies worldwide to maximize growth opportunities, protect against loss from fraud and financial risk, and reduce costs through advanced automation.

Technical Attributes:

Banking
Payments
Risk management
Treasury
Connectivity
",https://www.kyriba.com/,,Jean-Luc Robert,Founder and CEO,,Jean-Luc Robert,"Check out our documentation tab above.
For further information see the documentation: https://developer.kyriba.com/site/documentation/quickstart/index.gsp

Note: To access fintech via SDK, please reach out to us

",$152.5M,0,,,,65.0,,,1720616001896x550092335763263700,,,,,,,,,,
,2024-07-17T14:28:04.324Z,2024-07-10T13:04:56.951Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720616677923x817803248951819900/Modern%20Treasury.png,Modern Treasury,"Modern Treasury is a fintech company that provides payment operations tools for money movement, enabling businesses to automate the full cycle of payments from initiation to reconciliation.",,https://www.crunchbase.com/organization/modern-treasury,https://www.linkedin.com/company/modern-treasury/,"Modern Treasury offers tools that automate the full cycle of money movement—from payment initiation, through approvals, to reconciliation—and are accessible through web application or API. The company provides essential infrastructure for the new era of payments, offering real-time reconciliation, one API for multiple banks, and a central source of truth for financial data.","Modern Treasury's platform integrates with 40+ banks, enabling businesses to implement RTP and FedNow, and orchestrate payments across North America, Europe, the UK, and Australia. The company's modular architecture allows businesses to modernize their infrastructure or solve specific pain points at their own pace. Modern Treasury's AI-powered tools provide controlled AI suggestions and granular permissions, helping enterprises confidently manage money at scale.

Tech Attributes

Real-Time Reconciliation: Modern Treasury's granular matching engine, AI-powered exception handling, and learning system help businesses achieve 100% reconciliation.
Seamless Connectivity: The company offers pre-built integrations and flexible methods to ingest data via UI and API, allowing businesses to start faster.
Enterprise-Grade Security: Modern Treasury supports RBAC, SSO, SCIM, and SIEM, and is SOC I, SOC II, and PCI DSS compliant.
Robust Controls: The platform provides granular, conditional, and sequenced approvals for payments and reconciliation.",www.moderntreasury.com,Series C,Dimitri Dadiomov,Co-founder,,Dimitri Dadiomov,,$183M,0,,,,59.0,,,1720616696951x839121254742434200,Matthew Marcus,Sam Aarons,Co-founder,Co-founder,,,,,,
,2024-07-17T14:28:05.407Z,2024-07-10T13:11:31.035Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720616948510x863678722565882400/Transcard.png,Transcard,TransCard is a financial-technology company focused on account-based payment solutions and a corporate funds disbursement gateway.,101-250,https://www.crunchbase.com/organization/transcard,https://www.linkedin.com/company/transcard/,"Transcard's SMART Suite offers tools to manage accounts payable and receivable in one place, with seamless integration to accounting software, ERP applications, and systems of record. The platform enables businesses to initiate or receive payments and data from existing bank accounts through open banking connectivity, and instantly synchronize payments for frictionless disbursements and collections.","Transcard's technology payments platform is designed to be robust and easy for teams to use, delivering operational and financial excellence for partners. The company ensures secure and convenient payment options that make it easy for customers to do business.

Key attributes:

Omnichannel payment solutions for businesses
SaaS funds disbursement and management platform
Seamless integration with accounting software, ERP applications, and systems of record
Open banking connectivity for initiating or receiving payments and data from existing bank accounts
Instant payment synchronization for frictionless disbursements and collections
Robust and easy-to-use technology payments platform
Secure and convenient payment options for customers
",https://www.transcard.com/,,,,,Greg Bloh,,,0,,,,53.0,,,1720617091035x921527453322284400,,,,,,,,,,
,2024-07-17T14:28:04.762Z,2024-07-10T13:21:55.371Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720617537923x579463897331008000/Treasury4.png,Treasury4,Treasury4 is a fintech providing advanced data analytics tools and SaaS solutions for corporate finance and treasury professionals.,11-50,https://www.crunchbase.com/organization/treasury4,https://www.linkedin.com/company/treasury4/,"Treasury4 offers a suite of modular, interconnected API-enabled software solutions designed to streamline and enhance corporate treasury and finance operations. Their offerings include tools for legal entity management, cash management, and short-term forecasting​.","Treasury4's platform is API-based and provides a secure, scalable, and configurable system of record for managing treasury data. The platform supports modular solutions like Entity4 for legal entity management, Cash4 for real-time cash tracking, and Forecast4 for treasury forecasting. It integrates advanced analytics and allows users to leverage their preferred business intelligence tools​.

Tech Attributes:

Modular Design: Treasury4 offers a suite of complementary, interconnected solutions that can be tailored to meet specific business needs, enhancing flexibility and customization.
API-Enabled: The platform's API-based structure ensures seamless data integration and accessibility, improving operational efficiency.
Advanced Analytics: Incorporates robust analytics capabilities to deliver actionable insights from treasury data, aiding in strategic decision-making.
Secure and Scalable: Ensures data security with role-based provisioning and provides a scalable solution that can grow with the business.
Real-Time Data Access: Solutions like Cash4 offer real-time visibility into global cash positions, crucial for effective cash management and liquidity planning",https://www.treasury4.com/,Series A,Steven M Helmbrecht,CEO and Co-founder,,Steven M Helmbrecht,,$20M,0,,,,65.0,,,1720617715371x378213937725605300,Nathan Brown,,Co-founder,,,,,,,
,2024-07-17T14:28:04.860Z,2024-07-10T13:28:05.685Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720617873165x573364461760747400/Trovata.jpeg,Trovata,"Automated Cash Management & Forecasting, powered by Open Banking.",51-100,https://www.crunchbase.com/organization/trovata,https://www.linkedin.com/company/trovata-io/about/,"Trovata helps businesses automate the work it takes to gather and normalize all of its financial data. Trovata lets finance and treasury teams access, build, manage, and control their own trove of financial data – from banks, business & accounting systems, and external markets – connecting to these sources in minutes. We help CFOs answer simple questions that are difficult to answer without doing hours or days of work like, “How much cash do we have right now and where is it going?” This lets us intelligently drive efficiencies through transparent visualization, workflow automation, and machine learning that can transform financial operating performance.","Trovata Fintech is a financial technology company that offers innovative solutions for cash management and financial analytics. It leverages advanced technology, such as artificial intelligence (AI) and machine learning (ML), to provide businesses with real-time visibility and control over their cash flows.

Attributes:
Reporting
Forecasting
Cash-flow Analysis
API
Cash Management",https://trovata.io/,Series B,Brett Turner,Founder and CEO,,Brett Turner,"Check out our documentation tab above.For further information see the documentation: https://app.trovata.io/settings  

Note: To access fintech via SDK, please reach out to us",$57.6M,0,,,,71.0,,,1720618085685x919910915176659100,,,,,,,,,,
,2024-07-23T10:29:24.634Z,2024-07-10T14:26:03.391Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720621525930x940721641887600800/acrulus.png,Arculus,Arculus is a cold storage wallet for securely storing and managing cryptocurrencies and NFTs.,11-50,https://www.crunchbase.com/organization/arculus-7751,https://www.linkedin.com/company/thisisarculus/about/,"Arculus is a digital security platform that unlocks simple and sleek digital asset protection for all.

The Arculus Cold Storage Wallet is a revolutionary new cold storage wallet solution that fits seamlessly into your life. Our wallet simply and securely stores your crypto and NFTs, leveraging a multi-factor authentication process and intuitive user experience that provide you with protection and peace-of-mind in Web3 and beyond.","Arculus provides a cold storage solution for digital assets using a key card system that incorporates three-factor authentication. The system ensures security by requiring biometric verification, a numeric PIN, and the physical Arculus key card to access the stored cryptocurrencies and NFTs. Unlike many hardware wallets, Arculus does not rely on Bluetooth, WiFi, or USB connections, enhancing its security​​.

Tech Attributes:

Three-Factor Authentication: Combines biometric lock, numeric PIN, and key card for robust security.
Web3-Enabled: Supports the storage and management of 40 cryptocurrencies and NFTs.
Self-Custody: Ensures users have complete control over their private keys without stored recovery phrases.
Secure Transactions: Allows secure buying, swapping, sending, and receiving of cryptocurrencies via the Arculus Wallet app.
User-Friendly Design: Simple setup and management through a mobile app and tap-to-authenticate functionality​​.",https://www.getarculus.com/,,,,,,https://developer.getarculus.com/,,0,,,,71.0,2020-02-04T23:21:00.000Z,,1720621563391x190607055221394530,,,,,,,,True,,
,2024-07-22T12:47:17.290Z,2024-07-10T15:25:44.701Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720625790298x486956774515307140/akkopropertycoverage_logo.jpg,AKKO,"AKKO is a fintech company that provides affordable and efficient protection for personal items, including electronics and other vital belongings, through its insurance plans.",11-50,https://www.crunchbase.com/organization/akko,https://www.linkedin.com/company/getakko/,"AKKO is a fintech startup that offers innovative insurance solutions for personal items, leveraging technology to simplify and reduce the costs of protection plans. The company's mission is to provide reliable and affordable coverage for everyday personal items, making it easier for people to protect their belongings without breaking the bank.","AKKO uses technology to streamline the process of facilitating and managing protection for personal items, eliminating the need for multiple protection plans and reducing the costs associated with traditional insurance providers. This approach enables AKKO to offer lower deductibles and more affordable rates compared to traditional insurance options.",https://www.getakko.com/,Series A,Eric Schneider,Co-founder,"•	Affordable Protection

•	Wide Coverage

•	Quick Registration

•	Flexible Plans

•	Easy Claims
",,,$14.8M,0,,,,76.0,2018-01-01T02:30:00.000Z,,1720625144701x403353665716915000,Jared Brier,,Co-founder,,,,,,,
,2024-07-23T13:11:36.446Z,2024-07-10T15:43:10.946Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720626173309x460464938226336400/allied_payment_network_inc__logo.jpg,Allied Payment,"Allied Payment is a fintech company that provides innovative payment solutions to financial institutions, enabling them to offer real-time, open payment networks to their customers.",1-10,"
https://www.crunchbase.com/organization/allied-payment-network","
https://www.linkedin.com/company/allied-payment-network-inc-/","Allied Payment is a fintech company that leverages technology to enhance financial transactions. With a team of experienced fintech professionals, Allied Payment offers a range of payment solutions, including bill pay, person-to-person (P2P) payments, and account-to-account (A2A) transfers. Their flagship product, FlexPay, provides a comprehensive bill pay platform that integrates features like PicturePay and eBills to enhance the user experience.","Allied Payment's technology is designed to facilitate seamless and secure financial transactions. Their platform supports various payment methods, including standard ACH and real-time debit card transactions. The company's real-time account verification and fraud protection measures ensure a frictionless experience for users.",https://www.alliedpayment.com/,Unknown,Ralph E. Marcuccilli,Co-founder,"•	Real-time Payments

•	Secure Transactions

•	Comprehensive Bill Pay

•	P2P Payments

•	Account-to-Account (A2A) Transfers
",,, $8.7M,0,,,,76.0,2009-12-31T19:31:00.000Z,,1720626190946x951665900809026700,,,,,,,,,,
,2024-07-24T10:18:40.921Z,2024-07-10T15:58:09.722Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720626803339x998038790616143600/Vertice.png,Vertice,"Vertice is a platform that helps businesses save 20-30% annually on SaaS and cloud costs, offering detailed spend visibility, forecasting, and intelligent workflows.",101-250,https://www.crunchbase.com/organization/vertice-9c2f,https://www.linkedin.com/company/verticeone/,"Vertice is a SaaS and cloud spend optimization platform that helps finance leaders gain visibility, control, and savings on their SaaS and cloud spend. The platform integrates with a company's ERP, finance, and contract management systems to provide a 360-degree view of their SaaS tools and cloud infrastructure. Vertice then leverages its pricing data intelligence and negotiation expertise to help customers get the best deals on SaaS renewals and cloud optimizations, saving them up to 20-30% annually","Vertice's platform provides several key technical capabilities to help businesses optimize their SaaS and cloud spend:
Granular Visibility: The platform integrates with a company's systems to provide a centralized view of all SaaS and cloud spend, usage, contracts, and renewal dates.
Advanced Forecasting: Vertice uses data on thousands of SaaS and cloud transactions to forecast demand and optimize cloud reserved instance (RI) purchases, saving up to 60% on compute costs.
Intelligent Workflows: The platform automates the SaaS renewal process and provides recommendations for cloud optimizations based on 75+ optimization tests.
Streamlined Approvals: Vertice ensures legal compliance throughout the SaaS and cloud procurement process with a quick and painless approval workflow.
Extensive Integrations: The platform integrates with major ERP, finance, contract management, ticketing, and SSO providers to seamlessly fit into a company's existing tech stack.",https://www.vertice.one/,Series B,Eldar Tuvey,Co-founder,"Data-Driven Insights: Vertice leverages its extensive database of SaaS and cloud pricing data to provide customers with insights and recommendations that drive significant cost savings.
Automation and Optimization: The platform automates many of the manual tasks involved in SaaS and cloud procurement, such as renewals and RI management, freeing up finance teams to focus on other priorities.
Centralized Visibility: Vertice consolidates a company's entire SaaS and cloud spend into a single dashboard, providing a 360-degree view of their technology stack and associated costs.
Streamlined Workflows: The platform's approval workflows and integrations with existing systems ensure a quick and compliant SaaS and cloud procurement process.
Guaranteed Savings: Vertice offers a guaranteed savings of 20-30% on a customer's SaaS and cloud spend, backed by its data-driven approach and negotiation expertise.","Eldar Tuvey, Roy Tuvey",,$51M,0,,,,76.0,2020-12-31T19:30:00.000Z,,1720627089722x605934698923061000,Roy Tuvey,,Co-founder,,,,,,,
,2024-07-17T14:28:07.085Z,2024-07-10T16:09:28.368Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720627720352x156892662926074720/array_io_logo.jpg,Array,"Embedded credit, financial management, and privacy tools.",251-500,https://www.crunchbase.com/organization/array-b6e3,https://www.linkedin.com/company/array-io/,"Array fuels financial progress for many of the world’s leading fintechs, financial institutions, and digital brands with a suite of credit, financial management, and privacy tools. Our private label products can be easily embedded into an existing, branded digital experience, enabling our clients to become a one-stop shop of financial services.
Array drives engagement and revenue for our clients, helps them stand out in a crowded market, and forge deeper relationships with their customers.",,http://array.com,Unknown,Martin Toha,Founder and CEO,"Embedded finance: Enabling businesses to offer financial services directly within their products and services
Unified platform: Providing a comprehensive suite of APIs and tools for various financial services under a single platform
Seamless integration: Simplifying the integration of financial services into existing applications and workflows
Scalability and performance: Ensuring the platform can handle high volumes of transactions and scale to meet the growing needs of businesses
Regulatory compliance: Helping businesses comply with financial regulations and industry standards through built-in compliance features and tools",Martin Toha,,$67M,0,,,,71.0,2018-12-31T19:31:00.000Z,,1720627768368x171054351777961920,Phillip Zedalis,,CTO and Co-founder,,,,,,,
,2024-07-17T14:28:07.390Z,2024-07-10T16:35:17.252Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720629396542x776029548016460000/autobooks_co_logo.jpg,Autobooks,"Autobooks is a fintech company that provides invoicing, payment acceptance, and accounting solutions for small businesses, integrated directly within their online banking experience.",51-100,https://www.crunchbase.com/organization/autobooks,https://www.linkedin.com/company/autobooks-co/,"Autobooks partners with banks and credit unions to offer a suite of financial management tools for small businesses, including invoicing, payment acceptance, and accounting functionality - all accessible through the business's existing online banking platform. The company aims to simplify financial operations for small businesses by providing an integrated, all-in-one solution.","Autobooks leverages cloud-based and mobile technologies to deliver its financial management solutions. Key features include the ability to create and send professional invoices, accept online and in-person payments, and access real-time financial data and reporting - all within the user's online banking experience. The platform also offers accounting and bookkeeping capabilities to help small businesses manage their finances more efficiently. ",https://www.autobooks.co/,Series C,Aaron Schmid,Co-founder,"Convenience: Autobooks is designed to be an integral part of a business's online banking experience, allowing them to handle invoicing, payments, and accounting in the same place they manage their banking. This streamlines financial operations and reduces the need to juggle multiple platforms. 

Accessibility: By integrating with banks and credit unions, Autobooks makes its suite of financial tools accessible to small businesses through their existing banking relationships, without the need to sign up for a separate service. This lowers the barrier to entry and makes the solutions more widely available. 

Automation: Autobooks automates various financial tasks, such as sending invoice reminders, applying late fees, and reconciling payments, to help small businesses save time and reduce manual effort. This allows them to focus on running their business rather than administrative tasks. 

Data Integration: By integrating with a business's banking account, Autobooks provides real-time visibility into financial data, enabling better decision-making and financial management. The platform's accounting and reporting features further enhance this data-driven approach. ",,,97.8M,0,,,,76.0,2014-12-31T19:31:00.000Z,,1720629317251x111643471014901250,Steven Robert,Vincent Thomas,Co-founder,Co-founder,,,,,,
,2024-07-22T12:52:51.428Z,2024-07-10T17:31:56.583Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720632859613x180421013655362560/biocatch_logo.jpg,BioCatch (Acquired by Permira),BioCatch is a fintech company that uses behavioral biometrics to prevent fraud and build digital trust for financial institutions.,251-500,https://www.crunchbase.com/organization/biocatch,https://www.linkedin.com/company/biocatch/,"BioCatch is a leading provider of behavioral biometrics, offering a comprehensive digital fraud prevention solution. The company's patented technology uses machine learning and advanced visualization to detect and prevent fraudulent activities, such as account takeover, social engineering scams, and money laundering. BioCatch's solutions are designed to enhance the security and user experience of digital transactions, making it a trusted partner for the world's largest banks and financial institutions.","BioCatch's technology is based on behavioral biometrics, which involves analyzing the unique patterns of human behavior exhibited during digital interactions. This includes factors such as typing patterns, mouse movements, and other behavioral cues that are difficult to replicate. BioCatch's solutions integrate these behavioral patterns with machine learning and advanced visualization to create a robust fraud detection system.",http://www.biocatch.com,,Avi Turgeman,Co-founder,"Behavioral Biometrics: BioCatch's technology relies on behavioral biometrics to identify and verify users based on their unique digital behavior.
Machine Learning: The company's solutions employ machine learning algorithms to analyze and adapt to new patterns of fraudulent behavior.
Advanced Visualization: BioCatch's technology uses advanced visualization techniques to provide detailed insights into user behavior and detect anomalies that may indicate fraud.
Fraud Detection: BioCatch's solutions are designed to detect and prevent various types of fraudulent activities, including account takeover, social engineering scams, and money laundering.",,,$323.7M,0,,,,65.0,2010-12-31T19:31:00.000Z,,1720632716583x577143254021821800,Benny Rosenbaum,Uri Rivner,Co-founder,Co-founder,,,,,,
,2024-07-17T14:28:07.718Z,2024-07-10T17:40:04.271Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720633196654x744410903658687600/bitsofstock_logo.jpg,Bits of Stock,"Bits of Stock is a fintech company that empowers community banks and credit unions to fuel deposit growth and card engagement by offering fractional trading, round-ups, and Stock Rewards.",11-50,https://www.crunchbase.com/organization/bits-of-stock,https://www.linkedin.com/company/bitsofstock/,"Bits of Stock is a fintech company that helps financial institutions and credit unions to attract and engage a younger demographic. It offers a range of services including fractional trading, round-ups, and Stock Rewards to boost deposits and revenue. The company aims to provide a seamless digital experience for customers to invest and spend in one account.","Bits of Stock uses technology to offer commission-free fractional trading of stocks, ETFs, and more with as little as $0.01. It also provides fractional stock round-ups and rewards, allowing users to invest the rest of their change into their favorite stocks. The company's platform is designed to be user-friendly and accessible, making it easy for new entrants to start investing.",https://www.bitsofstock.com/,Seed,Arash Asady,Co-founder,"Fractional Trading: Enables users to buy and sell fractional shares of stock.

Round-Ups: Allows users to round up their change into their favorite fractional stock.

Stock Rewards: Provides users with fractional stocks as rewards on every swipe.

Easy Entry: Removes barriers associated with investing for new entrants.

Small Amounts: Facilitates small investments, making it accessible to a wider audience.",Arash Asady,,5.9M,0,,,,76.0,2015-12-31T19:31:00.000Z,,1720633204271x166090118665950900,Colin Kuntz,Ryan Gary,Co-founder,Co-founder,,,,,,
,2024-07-22T16:15:11.733Z,2024-07-10T17:46:07.241Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720633559974x861467326959718400/ascendantfx_capital_corp_logo.jpg,Ascendant,"Ascendant is a fintech specializing in cross-border payment solutions, integrating technology with dedicated customer support for seamless transactions.",11-50,https://www.crunchbase.com/organization/ascendantfx-capital,https://www.linkedin.com/company/ascendant-world/,"Ascendant was founded with the goal of making DeFi more accessible and intuitive for mainstream users. The platform offers a range of features, including a non-custodial wallet, portfolio tracking, and seamless integration with popular DeFi protocols. Ascendant's team of experienced fintech and blockchain experts is dedicated to building innovative solutions that bridge the gap between traditional finance and the decentralized ecosystem.","Ascendant's platform is built on a robust blockchain infrastructure, leveraging cutting-edge technologies such as decentralized applications (dApps), smart contracts, and decentralized exchanges (DEXs). The platform utilizes advanced security measures, including multi-factor authentication and encryption, to protect user assets and data.

Tech Attributes:

Non-custodial Wallet: Ascendant's wallet allows users to securely store and manage their digital assets without relying on a centralized third-party. This ensures users maintain full control over their funds.

Portfolio Tracking: The platform provides users with a comprehensive view of their DeFi investments, including real-time tracking of asset performance and transaction history.

Seamless DeFi Integration: Ascendant seamlessly integrates with leading DeFi protocols, enabling users to access a wide range of decentralized financial services, such as lending, borrowing, and yield farming, directly from the platform.

User-friendly Interface: Ascendant's intuitive and visually appealing interface is designed to make DeFi accessible to users of all experience levels, simplifying the process of navigating the complex decentralized ecosystem.

Advanced Security: The platform employs robust security measures, including multi-factor authentication, encryption, and regular security audits, to protect user assets and personal information.",https://www.ascendant.world/,,,,,Jason Mugford,,,0,,,,65.0,2010-12-31T19:31:00.000Z,,1720633567241x836858449229289200,,,,,,,,,,
